date,tempC,maxtempC,mintempC,WindChillC,FeelsLikeC,visibilityMiles,HeatIndexC,avgtempC,windspeedMiles,winddirDegree,pressure,WindGustMiles,precipMM,totalSnow_cm,sunHour,DewPointC,humidity,uvIndex,fips
2019-01-01,-9,-9,-12,-15,-15,6,-9,-10,11,348,1029,13,0.0,0.0,3.4,-14,71,1,19153
2019-01-02,-4,-4,-13,-13,-13,6,-8,-9,8,230,1025,14,0.0,0.0,8.7,-15,58,2,19153
2019-01-03,6,6,-7,-3,-3,6,0,1,7,233,1016,16,0.0,0.0,8.7,-5,73,2,19153
2019-01-04,8,8,-4,1,1,6,3,4,5,284,1012,13,0.0,0.0,8.7,-2,75,2,19153
2019-01-05,10,10,-3,0,0,6,2,3,5,272,1016,13,0.0,0.0,8.7,-1,79,2,19153
2019-01-06,3,3,-2,-2,-2,5,2,1,8,117,1016,21,1.4,0.0,3.4,0,89,1,19153
2019-01-07,9,9,5,5,5,5,7,7,9,285,1005,19,3.4,0.0,9.6,4,85,2,19153
2019-01-08,6,6,-1,-1,-1,6,3,3,12,301,1018,26,0.0,0.0,9.6,-2,73,2,19153
2019-01-09,-3,-3,-8,-10,-10,6,-4,-5,12,326,1033,19,0.0,0.0,9.6,-13,54,2,19153
2019-01-10,0,0,-10,-7,-7,6,-3,-3,7,138,1029,10,0.0,0.0,9.6,-10,60,2,19153
2019-01-11,3,3,-3,-2,-2,5,1,1,5,140,1023,11,0.3,0.2,6.5,-2,83,1,19153
2019-01-12,1,1,-4,-4,-4,1,-1,-1,4,63,1027,14,14.7,12.5,4.8,-3,90,1,19153
2019-01-13,2,2,-6,-4,-4,6,-1,-1,4,31,1032,8,0.2,0.1,6.5,-5,88,1,19153
2019-01-14,1,1,-8,-7,-7,4,-3,-2,7,222,1028,12,0.1,0.0,9.7,-4,93,2,19153
2019-01-15,5,5,-7,-4,-4,4,-2,-1,6,233,1021,12,0.5,0.3,4.9,-3,93,1,19153
2019-01-16,0,0,-4,-7,-7,5,-3,-3,6,61,1022,11,0.0,0.0,8.2,-6,85,1,19153
2019-01-17,-2,-2,-7,-8,-8,5,-4,-4,5,301,1020,6,0.8,0.4,4.9,-5,93,1,19153
2019-01-18,-6,-6,-10,-13,-13,4,-7,-7,9,77,1022,13,6.2,4.0,4.9,-8,92,1,19153
2019-01-19,-11,-11,-12,-19,-19,3,-11,-12,14,237,1027,21,3.9,2.0,6.6,-13,89,1,19153
2019-01-20,-13,-13,-17,-20,-20,4,-14,-15,6,66,1031,9,1.1,0.8,4.9,-16,86,1,19153
2019-01-21,-7,-7,-13,-17,-17,5,-10,-10,14,131,1022,20,0.2,0.1,4.9,-10,91,1,19153
2019-01-22,-2,-2,-3,-8,-8,1,-3,-2,14,63,1014,20,15.6,12.4,4.9,-6,90,1,19153
2019-01-23,-9,-9,-12,-17,-17,4,-11,-11,9,302,1020,14,2.9,3.2,6.6,-12,84,1,19153
2019-01-24,-8,-8,-15,-20,-20,6,-11,-12,14,321,1024,22,0.0,0.0,8.3,-15,80,1,19153
2019-01-25,-12,-12,-22,-24,-24,4,-17,-16,7,247,1025,13,0.7,0.5,6.6,-19,79,1,19153
2019-01-26,-8,-8,-20,-18,-18,3,-14,-14,6,206,1022,10,1.3,0.9,5.0,-16,83,1,19153
2019-01-27,-10,-10,-20,-18,-18,4,-13,-15,9,153,1017,15,3.4,0.1,5.0,-14,83,1,19153
2019-01-28,-6,-6,-14,-20,-20,4,-10,-12,18,320,1013,26,3.3,3.5,5.0,-13,82,1,19153
