date,tempC,maxtempC,mintempC,WindChillC,FeelsLikeC,visibilityMiles,HeatIndexC,avgtempC,windspeedMiles,winddirDegree,pressure,WindGustMiles,precipMM,totalSnow_cm,sunHour,DewPointC,humidity,uvIndex,fips
2019-01-01,1,1,-11,-7,-7,6,-5,-4,4,65,1031,9,0.0,0.0,8.7,-12,58,2,6091
2019-01-02,5,5,-8,-3,-3,6,-2,0,3,64,1028,7,0.0,0.0,8.7,-11,53,2,6091
2019-01-03,7,7,-7,0,0,6,0,1,3,233,1023,5,0.0,0.0,8.7,-7,61,2,6091
2019-01-04,5,5,-1,2,2,6,2,3,4,224,1016,6,0.0,0.0,7.0,-6,53,1,6091
2019-01-05,3,3,0,-3,-3,3,1,1,8,187,1008,17,12.2,6.7,7.0,-5,63,1,6091
2019-01-06,0,0,-2,-4,-4,2,0,-1,11,207,1011,18,27.1,23.5,3.5,-2,80,1,6091
2019-01-07,4,4,2,0,0,3,3,3,9,233,1019,18,2.3,4.3,3.5,0,81,1,6091
2019-01-08,6,6,1,3,3,5,4,4,5,180,1017,10,1.2,0.0,5.2,1,77,1,6091
2019-01-09,5,5,3,1,1,4,4,4,9,217,1018,17,23.1,0.3,3.5,1,80,1,6091
2019-01-10,5,5,-1,1,1,5,2,3,3,175,1022,6,0.4,0.4,8.7,-1,80,2,6091
2019-01-11,5,5,-2,0,0,6,1,2,4,87,1019,8,0.0,0.0,8.7,-4,71,2,6091
2019-01-12,4,4,-1,-1,-1,6,0,1,4,84,1020,7,0.0,0.0,8.7,-3,75,2,6091
2019-01-13,3,3,-4,0,0,6,1,0,4,71,1019,7,0.0,0.0,9.8,-4,70,2,6091
2019-01-14,3,3,-2,-2,-2,5,0,1,5,87,1019,8,0.7,0.3,9.8,-5,71,2,6091
2019-01-15,2,2,-3,-1,-1,3,0,0,4,95,1015,7,21.7,11.0,4.9,-2,84,1,6091
2019-01-16,4,4,1,0,0,3,3,3,9,190,1013,16,31.9,16.3,4.9,1,88,1,6091
2019-01-17,2,2,1,-2,-2,2,2,1,11,244,1015,20,89.8,70.6,4.9,-1,82,1,6091
