date,tempC,maxtempC,mintempC,WindChillC,FeelsLikeC,visibilityMiles,HeatIndexC,avgtempC,windspeedMiles,winddirDegree,pressure,WindGustMiles,precipMM,totalSnow_cm,sunHour,DewPointC,humidity,uvIndex,fips
2019-01-01,8,8,3,5,5,3,6,6,5,30,1023,9,0.1,0.0,5.0,2,78,2,5039
2019-01-02,2,2,-3,-2,-2,4,1,0,5,35,1025,7,25.7,0.0,5.0,-6,62,1,5039
2019-01-03,5,5,0,0,0,3,2,2,4,62,1016,8,10.9,0.0,5.0,-1,78,1,5039
2019-01-04,8,8,3,3,3,3,5,5,6,269,1015,12,4.1,0.0,6.6,2,79,2,5039
2019-01-05,15,15,0,6,6,4,7,8,4,248,1022,7,0.0,0.0,10.0,2,75,3,5039
2019-01-06,16,16,3,9,9,5,9,10,4,189,1023,9,0.0,0.0,10.0,4,74,3,5039
2019-01-07,18,18,10,14,14,3,14,14,7,206,1018,15,0.8,0.0,5.0,10,83,3,5039
2019-01-08,16,16,10,14,14,4,15,14,3,322,1023,10,0.1,0.0,10.0,9,79,3,5039
2019-01-09,12,12,4,7,7,6,8,9,6,233,1029,10,0.0,0.0,10.0,0,58,3,5039
2019-01-10,7,7,-1,3,3,6,4,4,3,54,1029,8,0.0,0.0,10.0,-3,60,2,5039
2019-01-11,6,6,2,4,4,6,5,4,3,98,1025,9,0.1,0.0,6.7,1,74,1,5039
2019-01-12,10,10,4,7,7,4,8,8,6,185,1017,11,10.8,0.0,5.0,6,90,2,5039
2019-01-13,7,7,2,4,4,6,5,5,6,330,1027,10,0.0,0.0,8.3,2,80,2,5039
2019-01-14,8,8,1,4,4,5,4,5,4,21,1031,6,0.0,0.0,8.3,0,75,1,5039
2019-01-15,11,11,2,5,5,4,6,7,3,211,1027,5,0.0,0.0,10.1,1,75,3,5039
2019-01-16,12,12,3,8,8,6,8,9,5,188,1023,7,0.1,0.0,10.0,5,80,3,5039
2019-01-17,16,16,9,12,12,3,12,13,4,225,1019,11,1.3,0.0,5.1,9,85,3,5039
2019-01-18,14,14,6,10,10,3,10,11,5,136,1015,10,4.0,0.0,5.1,9,89,3,5039
2019-01-19,11,11,2,5,5,4,8,6,11,300,1010,18,12.2,0.0,5.1,4,77,2,5039
2019-01-20,5,5,-6,-3,-3,6,1,0,8,214,1027,8,0.0,0.0,10.2,-9,52,2,5039
2019-01-21,6,6,-4,-1,-1,6,1,2,6,128,1025,11,0.0,0.0,10.2,-6,58,2,5039
2019-01-22,12,12,7,9,9,5,10,10,10,146,1017,17,8.7,0.0,5.1,7,82,3,5039
2019-01-23,4,4,2,3,3,4,5,3,7,307,1018,14,23.9,1.2,6.7,1,74,1,5039
2019-01-24,8,8,-1,2,2,6,4,4,5,277,1020,6,0.0,0.0,10.0,-3,64,2,5039
2019-01-25,5,5,-3,-1,-1,6,1,1,4,125,1029,7,0.0,0.0,10.2,-7,55,2,5039
2019-01-26,9,9,-1,3,3,4,5,5,3,219,1025,5,1.3,0.0,10.0,-1,72,1,5039
2019-01-27,10,10,3,5,5,4,6,7,4,263,1020,7,0.0,0.0,10.3,2,76,3,5039
2019-01-28,17,17,2,9,9,6,10,11,7,254,1014,12,0.1,0.0,10.0,3,70,3,5039
2019-01-29,3,3,-4,-3,-3,5,0,-1,6,100,1024,10,0.1,0.0,10.3,-9,53,2,5039
2019-01-30,6,6,-4,-2,-2,6,1,2,5,79,1026,9,0.0,0.0,10.0,-7,55,1,5039
2019-01-31,10,10,-2,3,3,6,5,4,6,162,1025,8,0.0,0.0,10.0,-2,67,2,5039
2019-02-01,14,14,6,10,10,2,10,11,3,139,1022,5,0.6,0.0,5.2,7,83,3,5039
2019-02-02,16,16,5,11,11,4,11,12,3,160,1021,6,0.1,0.0,10.0,7,79,3,5039
2019-02-03,19,19,8,15,15,4,15,15,5,182,1015,10,0.8,0.0,8.4,11,82,4,5039
2019-02-04,21,21,14,18,18,6,18,18,6,210,1012,13,0.7,0.0,5.2,14,83,4,5039
2019-02-05,22,22,17,18,18,6,19,19,5,156,1013,8,7.0,0.0,5.2,18,95,4,5039
2019-02-06,21,21,19,20,20,5,20,20,8,206,1013,14,4.2,0.0,5.2,19,94,4,5039
2019-02-07,20,20,14,16,16,5,16,18,10,236,1015,18,21.5,0.0,5.2,14,88,4,5039
2019-02-08,3,3,-5,-3,-3,6,1,0,7,24,1037,11,0.0,0.0,10.5,-10,46,1,5039
2019-02-09,5,5,-3,0,0,12,3,2,6,52,1035,10,0.4,0.0,8.4,-7,53,1,5039
2019-02-10,10,10,4,6,6,5,6,7,3,209,1026,5,7.8,0.0,5.3,5,80,2,5039
2019-02-11,17,17,11,14,14,3,14,14,5,193,1011,11,27.4,0.0,5.5,13,92,3,5039
2019-02-12,14,14,8,12,12,6,13,12,7,322,1017,12,4.4,0.0,10.1,4,61,3,5039
2019-02-13,14,14,1,8,8,8,9,10,4,208,1022,9,0.0,0.0,11.0,-1,57,3,5039
2019-02-14,18,18,7,13,13,8,13,13,8,214,1009,17,0.3,0.0,10.1,8,71,4,5039
2019-02-15,15,15,10,11,11,5,11,12,7,55,1008,9,1.7,0.0,5.5,8,80,3,5039
2019-02-16,9,9,2,4,4,9,6,5,5,64,1010,10,0.3,0.0,5.5,1,72,2,5039
2019-02-17,13,13,8,10,10,6,10,11,5,335,1010,7,1.0,0.0,10.1,6,76,4,5039
2019-02-18,8,8,2,3,3,6,5,5,6,35,1020,12,0.0,0.0,7.0,1,73,2,5039
2019-02-19,4,4,-1,0,0,5,4,3,8,58,1020,15,23.1,0.0,5.5,1,83,1,5039
2019-02-20,11,11,4,7,7,4,7,8,4,271,1013,7,1.4,0.0,10.1,4,81,2,5039
2019-02-21,8,8,1,5,5,5,6,6,5,76,1019,11,11.5,0.0,5.8,3,83,2,5039
2019-02-22,15,15,6,10,10,3,11,11,4,54,1018,11,16.7,0.0,5.8,9,88,3,5039
2019-02-23,19,19,12,16,16,6,17,17,8,218,1011,16,30.0,0.0,7.2,10,73,4,5039
2019-02-24,14,14,5,9,9,6,10,10,6,340,1018,12,0.0,0.0,11.6,1,57,4,5039
2019-02-25,16,16,1,9,9,6,10,10,5,112,1028,8,0.0,0.0,8.7,1,64,3,5039
2019-02-26,14,14,3,10,10,6,10,10,4,164,1024,5,0.0,0.0,7.3,5,72,3,5039
2019-02-27,15,15,6,10,10,4,11,11,4,172,1022,3,1.5,0.0,5.8,5,71,3,5039
2019-02-28,9,9,5,6,6,4,8,8,5,138,1022,6,1.7,0.0,5.8,2,68,2,5039
2019-03-01,14,14,4,9,9,4,9,10,4,168,1020,6,0.5,0.0,7.3,4,69,2,5039
2019-03-02,12,12,3,7,7,4,8,8,5,59,1023,8,0.8,0.0,5.8,1,65,2,5039
2019-03-03,7,7,1,4,4,4,6,5,6,16,1022,12,12.3,0.1,5.9,1,70,2,5039
2019-03-04,5,5,-5,-4,-4,6,0,0,7,9,1028,9,0.0,0.0,11.6,-11,47,2,5039
2019-03-05,8,8,-4,-2,-2,6,1,3,6,318,1031,8,0.0,0.0,11.6,-13,37,2,5039
2019-03-06,12,12,-4,2,2,6,5,5,4,123,1032,7,0.0,0.0,11.6,-8,49,3,5039
2019-03-07,8,8,0,2,2,4,4,5,6,157,1023,11,0.5,0.0,5.9,2,78,2,5039
2019-03-08,19,19,11,14,14,4,15,15,8,183,1014,13,2.7,0.0,5.9,15,97,4,5039
2019-03-09,24,24,18,20,20,4,21,21,11,224,1008,19,12.5,0.0,7.3,15,81,5,5039
2019-03-10,18,18,9,13,13,6,13,14,7,44,1020,10,0.0,0.0,5.9,7,66,3,5039
2019-03-11,15,15,9,10,10,5,11,11,7,53,1025,11,4.4,0.0,7.4,7,76,3,5039
2019-03-12,17,17,10,13,13,4,14,14,6,119,1023,10,2.4,0.0,6.0,11,82,3,5039
2019-03-13,21,21,15,17,17,4,17,18,13,170,1009,21,11.4,0.0,6.0,16,89,4,5039
2019-03-14,20,20,12,17,17,6,18,18,11,255,1011,18,6.0,0.0,10.2,12,70,4,5039
2019-03-15,14,14,4,7,7,6,9,10,7,324,1026,11,0.0,0.0,11.6,1,59,3,5039
2019-03-16,15,15,3,7,7,6,8,10,5,42,1030,9,0.0,0.0,11.6,-1,55,4,5039
2019-03-17,21,21,4,12,12,12,13,14,2,228,1027,3,0.0,0.0,11.6,2,53,4,5039
2019-03-18,19,19,6,12,12,12,12,14,4,37,1027,6,0.0,0.0,11.6,5,63,4,5039
2019-03-19,18,18,5,10,10,6,11,13,5,119,1027,9,0.0,0.0,11.6,3,60,4,5039
2019-03-20,19,19,6,12,12,6,13,14,5,227,1023,8,0.9,0.0,8.8,4,67,3,5039
2019-03-21,21,21,5,11,11,4,12,14,5,299,1021,9,0.0,0.0,11.6,6,71,4,5039
2019-03-22,23,23,6,15,15,6,16,17,2,128,1021,5,0.0,0.0,11.6,6,62,5,5039
2019-03-23,22,22,9,15,15,6,16,17,6,161,1021,10,0.1,0.0,11.6,9,66,5,5039
2019-03-24,21,21,13,17,17,6,17,17,6,199,1019,10,2.5,0.0,6.1,13,80,4,5039
2019-03-25,21,21,13,17,17,5,18,19,6,229,1019,10,8.5,0.0,11.6,12,78,5,5039
2019-03-26,18,18,8,11,11,5,12,14,6,22,1027,9,0.0,0.0,11.6,7,71,4,5039
2019-03-27,21,21,5,12,12,6,12,14,4,117,1027,7,0.0,0.0,11.6,3,57,4,5039
2019-03-28,24,24,8,15,15,12,16,18,7,189,1022,11,0.0,0.0,11.6,8,62,5,5039
2019-03-29,22,22,13,17,17,11,17,18,8,196,1017,13,0.5,0.0,8.9,14,82,4,5039
2019-03-30,17,17,12,15,15,9,16,16,8,211,1016,14,3.4,0.0,6.1,13,94,4,5039
2019-03-31,12,12,3,5,5,6,7,8,7,24,1027,11,0.0,0.0,11.6,-1,56,3,5039
2019-04-01,12,12,1,5,5,6,7,8,5,37,1026,7,0.0,0.0,7.7,-2,55,2,5039
2019-04-02,19,19,2,10,10,6,10,12,4,250,1023,6,0.0,0.0,11.6,1,56,4,5039
2019-04-03,22,22,6,13,13,6,14,15,6,158,1023,9,0.0,0.0,11.6,5,58,5,5039
2019-04-04,18,18,12,14,14,3,16,16,7,150,1017,14,35.3,0.0,6.4,14,93,4,5039
2019-04-05,25,25,11,18,18,3,18,19,4,63,1017,6,0.0,0.0,10.3,13,79,4,5039
2019-04-06,23,23,12,17,17,2,18,18,6,123,1016,10,19.8,0.0,6.4,15,91,4,5039
2019-04-07,22,22,17,20,20,4,21,21,6,214,1014,11,38.5,0.0,6.4,19,95,5,5039
2019-04-08,23,23,16,19,19,4,19,20,7,27,1010,12,43.2,0.0,6.4,17,91,5,5039
2019-04-09,28,28,14,21,22,4,22,23,4,7,1011,8,0.0,0.0,11.6,13,70,6,5039
2019-04-10,29,29,14,22,22,6,22,23,9,176,1007,14,0.0,0.0,11.6,15,67,6,5039
2019-04-11,26,26,15,19,19,6,20,21,11,194,1003,18,1.6,0.0,10.3,14,71,5,5039
2019-04-12,22,22,7,15,15,6,16,16,5,71,1014,9,0.0,0.0,11.6,7,61,5,5039
2019-04-13,15,15,9,11,11,3,13,13,10,46,1008,19,108.4,0.0,6.5,13,95,3,5039
2019-04-14,16,16,8,12,12,4,13,12,8,312,1007,12,1.0,0.0,7.8,9,83,3,5039
2019-04-15,23,23,7,15,15,5,15,17,5,198,1018,9,0.0,0.0,11.6,9,72,5,5039
2019-04-16,25,25,11,18,18,5,18,19,8,188,1018,13,0.0,0.0,10.3,12,71,4,5039
2019-04-17,22,22,14,17,17,6,19,19,7,170,1013,12,3.1,0.0,6.5,16,83,4,5039
2019-04-18,20,20,10,16,16,4,16,18,12,229,1005,21,55.0,0.0,6.5,16,95,4,5039
2019-04-19,15,15,8,10,10,4,12,13,9,332,1011,14,0.2,0.0,7.8,6,73,3,5039
2019-04-20,22,22,7,14,14,6,15,17,6,301,1016,10,0.0,0.0,11.6,6,62,5,5039
2019-04-21,26,26,10,17,17,6,18,20,6,191,1017,10,0.0,0.0,11.6,11,67,5,5039
2019-04-22,27,27,12,19,19,5,20,21,6,181,1019,11,0.0,0.0,11.6,12,70,6,5039
2019-04-23,26,26,16,20,20,5,20,21,6,194,1017,9,0.0,0.0,9.1,16,80,5,5039
2019-04-24,24,24,16,19,19,3,20,21,6,202,1013,9,0.3,0.0,10.4,16,84,5,5039
2019-04-25,21,21,16,19,19,4,19,20,7,295,1008,12,13.3,0.0,10.4,17,91,4,5039
2019-04-26,25,25,12,18,18,5,19,20,5,124,1018,9,0.0,0.0,11.6,9,62,6,5039
2019-04-27,27,27,12,19,19,6,20,21,8,206,1014,12,0.0,0.0,10.4,13,67,5,5039
2019-04-28,25,25,16,20,20,4,20,20,6,91,1015,9,0.3,0.0,7.9,16,82,5,5039
2019-04-29,22,22,14,18,18,4,19,19,6,187,1017,10,0.7,0.0,6.6,17,89,4,5039
2019-04-30,30,30,19,24,25,3,25,26,9,174,1016,14,0.1,0.0,9.1,19,77,6,5039
2019-05-01,30,30,20,24,25,6,25,24,9,189,1016,15,1.8,0.0,7.9,19,78,5,5039
2019-05-02,23,23,13,20,20,5,22,22,6,212,1016,10,26.4,0.0,6.7,19,89,5,5039
2019-05-03,25,25,18,20,20,4,20,21,3,176,1015,6,26.9,0.0,6.7,18,92,5,5039
2019-05-04,25,25,17,20,20,5,21,21,5,29,1012,7,8.7,0.0,7.9,17,87,5,5039
2019-05-05,29,29,13,21,22,3,22,23,3,200,1013,5,0.0,0.0,11.6,14,74,6,5039
2019-05-06,30,30,14,22,22,6,22,24,5,172,1016,8,0.0,0.0,11.6,15,73,6,5039
2019-05-07,30,30,17,23,24,6,24,26,5,134,1016,8,0.0,0.0,11.6,17,72,7,5039
2019-05-08,24,24,16,19,19,5,21,21,8,170,1011,14,8.7,0.0,8.1,19,90,5,5039
2019-05-09,30,30,20,24,25,5,25,25,5,279,1010,9,17.0,0.0,10.4,19,80,5,5039
2019-05-10,18,18,13,16,16,5,16,16,7,44,1017,11,4.9,0.0,6.9,14,88,4,5039
2019-05-11,20,20,12,15,15,4,15,16,3,232,1013,5,4.3,0.0,7.0,15,95,4,5039
2019-05-12,25,25,14,19,19,4,20,20,4,302,1011,6,2.2,0.0,9.3,15,81,5,5039
2019-05-13,27,27,11,19,19,5,20,21,3,231,1014,5,0.0,0.0,11.6,12,70,6,5039
2019-05-14,28,28,14,21,22,6,22,23,4,233,1016,7,0.0,0.0,11.6,14,66,6,5039
2019-05-15,31,31,16,23,24,6,24,25,5,247,1015,7,1.0,0.0,11.6,16,70,7,5039
2019-05-16,31,31,18,24,25,4,25,26,5,238,1015,8,0.0,0.0,11.6,17,70,7,5039
2019-05-17,31,31,18,24,25,5,25,26,7,188,1013,11,0.0,0.0,11.6,16,67,7,5039
2019-05-18,30,30,19,24,25,5,25,26,9,175,1010,15,10.4,0.0,8.2,19,77,6,5039
